,ID,Gender,DOB,Lead_Creation_Date,City_Code,City_Category,Employer_Code,Employer_Category1,Employer_Category2,Monthly_Income,Customer_Existing_Primary_Bank_Code,Primary_Bank_Type,Contacted,Source,Source_Category,Existing_EMI,Loan_Amount,Loan_Period,Interest_Rate,EMI,Var1,Scores
168,APPH90167759721,Female,05/12/87,04/07/16,C10007,A,COM0033046,A,4.0,2400.0,B003,G,Y,S133,E,0.0,30000.0,4.0,25.3,618.8,4,0.03
169,APPK10401968049,Female,07/11/52,04/07/16,C10007,A,COM0034413,C,4.0,2500.0,B013,G,N,S133,B,500.0,0.0,0.0,0.0,0.0,0,0.35
170,APPL80146029119,Female,09/09/84,04/07/16,C10002,A,COM0003186,A,4.0,1650.0,B005,P,N,S159,B,0.0,0.0,0.0,0.0,0.0,0,0.00
171,APPM80613619234,Female,09/03/81,04/07/16,C10063,C,COM0035284,A,4.0,2100.0,B003,G,N,S133,B,1100.0,0.0,0.0,0.0,0.0,0,0.16
172,APPN70433746315,Female,18/07/88,04/07/16,C10233,C,COM0047896,A,4.0,1100.0,B026,P,N,S133,B,0.0,0.0,0.0,0.0,0.0,0,0.00
173,APPQ50809898611,Male,10/12/91,04/07/16,C10003,A,COM0000056,A,1.0,4600.0,B007,G,Y,S143,C,0.0,67000.0,4.0,15.3,1381.9,7,6.33
174,APPR30401199701,Male,02/08/73,04/07/16,C10003,A,COM0022563,A,4.0,10000.0,B014,P,Y,S133,B,0.0,52000.0,1.0,15.9,4290.0,10,0.30
175,APPT30401057907,Female,29/06/87,04/07/16,C10003,A,COM0029747,C,4.0,711.2,B007,G,N,S133,C,0.0,0.0,0.0,0.0,0.0,0,0.00
176,APPU40338646029,Female,14/10/87,04/07/16,C10001,A,COM0008918,C,4.0,2200.0,B003,G,N,S133,B,1000.0,0.0,0.0,0.0,0.0,0,0.16
177,APPV90359067103,Male,24/04/90,04/07/16,C10002,A,COM0000013,A,1.0,2500.0,B003,G,Y,S134,B,0.0,50000.0,5.0,13.0,1138.0,10,0.36
178,APPW10851598244,Female,16/03/86,04/07/16,C10003,A,COM0006587,B,4.0,2601.7,B004,P,Y,S133,E,0.0,68000.0,5.0,16.4,1122.0,10,0.09
179,APPX40611544343,Female,10/12/83,04/07/16,C10003,A,COM0000032,C,2.0,1500.0,B007,G,N,S122,B,0.0,0.0,0.0,0.0,0.0,0,0.00
180,APPZ50667726527,Female,27/07/90,04/07/16,C10005,A,COM0000873,B,4.0,3845.0,B001,P,N,S133,E,1971.5,0.0,0.0,0.0,0.0,0,1.78
181,APPA60969495628,Male,26/01/89,04/07/16,C10001,A,COM0028829,A,4.0,2100.0,B010,G,Y,S133,B,0.0,30000.0,5.0,20.0,795.0,4,1.50
182,APPB10846839717,Female,08/12/87,04/07/16,C10001,A,COM0000179,B,4.0,1500.0,B003,G,N,S133,C,0.0,0.0,0.0,0.0,0.0,0,0.00
183,APPD70004475949,Female,01/01/77,04/07/16,C10017,B,COM0021027,A,4.0,1400.0,B010,G,N,S133,B,0.0,0.0,0.0,0.0,0.0,0,0.00
184,APPE10769524014,Male,09/11/82,04/07/16,C10023,B,COM0000536,A,4.0,3000.0,B003,G,Y,S159,B,0.0,10000.0,2.0,15.4,487.0,10,0.86
185,APPF20373584102,Male,19/01/92,04/07/16,C10011,B,COM0010065,A,4.0,2086.0,B040,P,Y,S133,B,0.0,20000.0,5.0,20.0,530.0,4,1.30
186,APPG80309102235,Male,30/05/90,04/07/16,C10004,A,COM0010733,B,4.0,5000.0,B004,P,Y,S133,B,0.0,30000.0,3.0,14.0,1025.0,10,2.65
187,APPH70805423317,Male,04/09/87,04/07/16,C10002,A,COM0000142,C,4.0,3000.0,B005,P,Y,S133,B,1100.0,10000.0,1.0,16.7,825.0,10,1.93
188,APPI30449607434,Male,01/09/90,04/07/16,C10001,A,COM0013746,B,4.0,2500.0,B003,G,Y,S133,E,0.0,50000.0,5.0,15.5,1203.0,7,0.05
189,APPK40305944614,Male,25/07/89,04/07/16,C10001,A,COM0000510,C,4.0,2100.0,B002,P,Y,S122,B,212.4,22000.0,3.0,16.8,782.0,4,2.38
190,APPM80631303825,Male,14/02/77,04/07/16,C10003,A,COM0001223,C,4.0,2500.0,B014,P,Y,S133,B,0.0,10000.0,1.0,18.1,825.0,10,1.12
191,APPN30539354908,Female,15/07/90,04/07/16,C10005,A,COM0000421,B,4.0,1707.6,B002,P,N,S133,B,460.0,0.0,0.0,0.0,0.0,0,0.00
192,APPO30398314007,Male,11/01/62,04/07/16,C10018,C,COM0000019,A,1.0,3800.0,B004,P,Y,S133,E,0.0,50000.0,5.0,14.8,1186.0,10,1.00
193,APPP10295059142,Female,08/02/84,04/07/16,C10005,A,COM0009720,A,4.0,4500.0,B002,P,N,S133,B,0.0,0.0,0.0,0.0,0.0,10,3.76
194,APPQ40182527233,Male,16/01/81,04/07/16,C10007,A,COM0003675,C,4.0,2500.0,B002,P,Y,S151,B,750.0,10000.0,3.0,16.8,355.0,10,3.39
195,APPR30592087313,Male,20/08/89,04/07/16,C10102,C,COM0019821,B,4.0,1610.0,B044,P,Y,S133,B,0.0,10000.0,5.0,20.0,265.0,2,0.01
196,APPS10451308445,Male,08/04/82,04/07/16,C10019,B,COM0037517,A,4.0,3500.0,B002,P,Y,S133,B,0.0,50000.0,5.0,17.0,825.0,7,4.98
197,APPT20436718504,Female,30/05/93,04/07/16,C10009,B,COM0012824,B,4.0,1050.0,B017,G,N,S133,B,200.0,0.0,0.0,0.0,0.0,0,0.00
198,APPV10000594728,Male,17/10/89,04/07/16,C10025,A,COM0001433,C,4.0,2500.0,B011,P,Y,S143,B,0.0,68000.0,5.0,16.3,1122.0,10,0.22
199,APPW70591476837,Male,05/07/87,04/07/16,C10020,A,COM0000769,C,4.0,5800.0,B001,P,Y,S133,C,0.0,105000.0,5.0,14.8,2484.0,7,5.24
200,APPX90545539932,Male,13/12/91,04/07/16,C10003,A,COM0000628,B,4.0,1900.0,B001,P,Y,S133,C,0.0,44000.0,5.0,18.8,726.0,2,0.08
201,APPZ20555868104,Male,13/03/80,04/07/16,C10001,A,COM0000198,C,4.0,3200.0,B003,G,Y,S133,B,666.6,30000.0,5.0,15.5,722.0,10,2.94
202,APPB50601165302,Female,08/05/87,04/07/16,C10001,A,COM0001341,C,4.0,10000.0,B001,P,N,S122,B,0.0,0.0,0.0,0.0,0.0,10,1.37
203,APPC20734091446,Male,17/06/83,04/07/16,C10005,A,COM0001392,B,4.0,3000.0,B001,P,Y,S133,F,0.0,45000.0,5.0,16.8,1112.0,4,0.70
204,APPD30922661508,Female,19/03/85,04/07/16,C10072,B,COM0031300,A,4.0,1100.0,B003,G,N,S133,B,0.0,0.0,0.0,0.0,0.0,0,0.00
206,APPI50436511029,Male,08/07/90,04/07/16,C10007,A,COM0004187,C,4.0,2000.0,B001,P,Y,S133,C,0.0,31000.0,5.0,19.2,511.5,4,0.43
207,APPK40504961223,Male,08/07/68,04/07/16,C10334,C,COM0020560,A,4.0,2900.0,B003,G,Y,S133,B,375.0,20000.0,5.0,17.4,330.0,7,1.68
208,APPL10249834346,Male,02/03/81,04/07/16,C10016,B,COM0003256,C,4.0,1200.0,B001,P,Y,S133,B,0.0,27000.0,5.0,20.0,715.0,2,0.03
209,APPM10566295434,Male,12/12/77,04/07/16,C10018,C,COM0053805,A,4.0,2100.0,B004,P,Y,S151,B,700.0,21000.0,5.0,20.6,346.5,4,0.28
211,APPQ40557318821,Female,12/08/89,04/07/16,C10002,A,COM0008813,A,4.0,2400.0,B006,P,N,S133,B,0.0,0.0,0.0,0.0,0.0,0,0.92
212,APPR10411907921,Male,15/08/86,04/07/16,C10002,A,COM0000004,B,2.0,1850.0,B005,P,Y,S133,E,0.0,10000.0,2.0,15.0,412.5,2,0.01
214,APPT90980498131,Male,15/07/87,04/07/16,C10006,A,COM0035567,A,4.0,4900.0,B013,G,Y,S133,C,0.0,81000.0,5.0,14.8,1921.0,7,2.53
215,APPU30110017218,Male,10/04/84,04/07/16,C10001,A,COM0000099,A,1.0,3650.0,B003,G,Y,S133,B,0.0,50000.0,5.0,18.0,1270.0,7,0.32
216,APPW20800678439,Male,17/09/91,05/07/16,C10010,A,COM0000036,C,2.0,2030.0,B021,P,Y,S133,C,0.0,32000.0,5.0,17.7,528.0,4,0.31
217,APPY20781789607,Female,23/06/91,05/07/16,C10003,A,COM0029618,A,4.0,950.0,B001,P,N,S133,B,200.0,0.0,0.0,0.0,0.0,0,0.00
218,APPA50891789808,Male,31/03/91,05/07/16,C10004,A,COM0000057,A,3.0,2360.0,B005,P,Y,S133,B,0.0,37000.0,5.0,15.8,895.0,4,2.02
219,APPB30105755939,Male,01/08/86,05/07/16,C10207,C,COM0024168,B,4.0,2050.0,B034,G,Y,S133,B,0.0,20000.0,3.0,20.0,743.0,4,0.73
220,APPC10078523014,Female,04/03/87,05/07/16,C10002,A,COM0028620,B,4.0,2580.0,B010,G,Y,S133,C,0.0,39000.0,5.0,19.0,1012.0,4,0.41
221,APPD10297832113,Male,10/07/88,05/07/16,C10002,A,COM0000015,C,3.0,2000.0,B005,P,Y,S133,B,0.0,16000.0,2.0,16.8,789.0,4,0.84
222,APPF10931767336,Female,08/11/85,05/07/16,C10001,A,COM0040034,A,4.0,1750.0,B002,P,N,S122,B,900.0,0.0,0.0,0.0,0.0,0,0.06
223,APPG80133423412,Male,25/07/83,05/07/16,C10270,C,COM0035068,A,4.0,4103.6,B004,P,Y,S133,B,0.0,20000.0,5.0,15.6,330.0,7,2.33
224,APPH30423329507,Female,11/06/58,05/07/16,C10003,A,COM0003653,A,4.0,6000.0,B023,G,Y,S151,B,0.0,150000.0,5.0,14.8,2475.0,10,0.38
226,APPJ70709397705,Female,17/10/89,05/07/16,C10024,A,COM0002183,A,4.0,1600.0,B008,G,N,S133,C,0.0,0.0,0.0,0.0,0.0,0,0.00
227,APPK30507806814,Male,22/12/79,05/07/16,C10001,A,COM0001892,A,4.0,2600.0,B001,P,Y,S122,F,0.0,39000.0,5.0,19.8,643.5,4,0.21
228,APPL20563609928,Female,17/10/89,05/07/16,C10024,A,COM0002183,A,4.0,1600.0,B008,G,N,S133,C,0.0,0.0,0.0,0.0,0.0,0,0.00
229,APPN60526055126,Female,28/12/97,05/07/16,C10002,A,COM0038696,A,4.0,1000.0,B002,P,N,S133,C,0.0,0.0,0.0,0.0,0.0,0,0.00
230,APPO60496324234,Female,09/11/85,05/07/16,C10003,A,COM0019477,A,4.0,1500.0,B050,P,N,S151,B,400.0,0.0,0.0,0.0,0.0,0,0.00
231,APPP90372528312,Male,05/09/89,05/07/16,C10003,A,COM0001251,A,4.0,4500.0,B002,P,Y,S133,E,704.9,10000.0,4.0,15.9,206.2,10,8.41
232,APPQ50563508447,Female,06/01/94,05/07/16,C10004,A,COM0001148,C,4.0,1600.0,B002,P,N,S133,E,0.0,0.0,0.0,0.0,0.0,0,0.00
233,APPR60834219523,Male,11/08/87,05/07/16,C10003,A,COM0013349,A,4.0,4500.0,B001,P,Y,S122,B,700.0,20000.0,5.0,14.8,474.0,10,14.34
235,APPT60413282714,Male,11/01/82,05/07/16,C10001,A,COM0000005,A,1.0,10000.0,B001,P,Y,S122,B,0.0,120000.0,5.0,16.0,2918.0,10,0.72
236,APPU80357653811,Male,18/02/78,05/07/16,C10003,A,COM0049891,A,4.0,2540.0,B025,G,Y,S133,B,450.0,30000.0,4.0,18.6,618.8,7,1.35
237,APPV50558107929,Male,15/10/84,05/07/16,C10002,A,COM0000667,B,4.0,6200.0,B001,P,Y,S159,C,0.0,79000.0,3.0,16.2,2787.0,10,6.72
238,APPW80305276026,Male,30/07/88,05/07/16,C10026,C,COM0001734,C,4.0,2200.0,B003,G,Y,S133,B,0.0,32000.0,5.0,16.8,791.0,4,0.65
239,APPX40140715111,Male,10/08/88,05/07/16,C10037,B,COM0001540,B,4.0,1500.0,B001,P,Y,S133,B,600.0,10000.0,4.0,18.5,296.0,2,0.01
240,APPY80579525228,Female,12/11/87,05/07/16,C10001,A,COM0034002,B,4.0,4000.0,B021,P,N,S133,E,0.0,0.0,0.0,0.0,0.0,10,0.70
241,APPA60414888433,Male,08/02/84,05/07/16,C10001,A,COM0011443,B,4.0,2050.0,B004,P,Y,S122,B,0.0,10000.0,5.0,24.0,288.0,4,0.05
242,APPB90587842501,Male,12/06/76,05/07/16,C10006,A,COM0005795,A,4.0,3000.0,B001,P,Y,S133,B,700.0,20000.0,4.0,17.5,412.5,7,1.11
243,APPC40254714615,Male,13/12/79,05/07/16,C10001,A,COM0000015,C,3.0,3300.0,B002,P,Y,S133,B,0.0,50000.0,5.0,15.0,1189.0,10,0.84
244,APPD90427937716,Female,09/03/89,05/07/16,C10007,A,COM0003616,B,4.0,2560.0,B011,P,N,S143,B,1200.0,0.0,0.0,0.0,0.0,0,0.15
246,APPF90606858947,Male,11/06/89,05/07/16,C10013,B,COM0001718,C,4.0,4000.0,B004,P,Y,S133,C,0.0,64000.0,5.0,16.2,1056.0,7,2.24
247,APPG20179041024,Male,11/04/76,05/07/16,C10001,A,COM0000007,C,1.0,13800.0,B002,P,Y,S133,B,0.0,115000.0,5.0,13.3,1897.5,10,1.44
248,APPH10099261128,Female,24/06/87,05/07/16,C10004,A,COM0000513,B,4.0,4500.0,B002,P,Y,S133,B,0.0,80000.0,5.0,15.2,1320.0,10,2.83
249,APPI80998283208,Male,01/09/93,05/07/16,C10002,A,COM0000321,B,4.0,2450.0,B002,P,Y,S133,B,500.0,10000.0,1.0,18.2,918.0,4,0.78
250,APPJ50706714349,Female,03/02/90,05/07/16,C10007,A,COM0045888,B,4.0,720.0,B014,P,N,S133,C,0.0,0.0,0.0,0.0,0.0,0,0.00
251,APPK60768689411,Male,02/03/86,05/07/16,C10002,A,COM0000274,A,4.0,2200.0,B004,P,Y,S159,B,0.0,20000.0,5.0,32.5,678.0,4,0.10
252,APPL60280043529,Female,21/12/85,05/07/16,C10002,A,COM0009547,A,4.0,4000.0,B001,P,N,S122,B,0.0,0.0,0.0,0.0,0.0,10,2.29
253,APPM30351953604,Female,09/03/90,05/07/16,C10001,A,COM0010119,A,4.0,1200.0,B003,G,N,S159,B,0.0,0.0,0.0,0.0,0.0,0,0.00
254,APPN40064845722,Female,21/08/91,05/07/16,C10002,A,COM0028824,A,4.0,1300.0,B005,P,N,S133,B,0.0,0.0,0.0,0.0,0.0,0,0.00
255,APPO80082812849,Male,31/05/91,05/07/16,C10007,A,COM0000008,A,1.0,2500.0,B006,P,Y,S133,E,0.0,10000.0,2.0,16.8,412.5,10,0.39
257,APPR70479248144,Male,08/03/83,05/07/16,C10102,C,COM0003371,B,4.0,5000.0,B003,G,Y,S133,E,0.0,50000.0,4.0,16.3,1031.2,7,0.38
258,APPS30106692249,Male,04/12/82,05/07/16,C10011,B,COM0000003,B,2.0,9000.0,B001,P,Y,S122,B,0.0,50000.0,4.0,13.7,1031.2,10,5.02
259,APPT70183535323,Male,03/12/79,05/07/16,C10001,A,COM0031792,A,4.0,3900.0,B001,P,Y,S122,B,0.0,80000.0,5.0,15.5,1924.0,7,0.76
260,APPV30072491521,Male,20/08/87,05/07/16,C10003,A,COM0045977,A,4.0,2570.0,B038,P,Y,S133,B,360.3,10000.0,3.0,16.8,355.0,7,3.03
262,APPX10590833748,Male,26/11/87,05/07/16,C10095,C,COM0001924,B,4.0,2400.0,B001,P,Y,S151,B,290.4,20000.0,4.0,21.8,412.5,4,0.46
263,APPZ50321995912,Male,21/03/87,05/07/16,C10003,A,COM0001443,C,4.0,2100.0,B004,P,Y,S133,B,0.0,49000.0,5.0,16.9,808.5,4,0.94
264,APPC20846683233,Female,02/08/73,05/07/16,C10003,A,COM0028099,A,4.0,700.0,B042,G,N,S133,B,200.0,0.0,0.0,0.0,0.0,0,0.00
265,APPD30035557339,Female,23/05/87,05/07/16,C10002,A,COM0015714,A,4.0,1650.0,B002,P,N,S134,B,0.0,0.0,0.0,0.0,0.0,0,0.00
266,APPE60995955439,Male,13/07/86,05/07/16,C10166,C,COM0010940,B,4.0,1450.0,B001,P,Y,S159,B,0.0,10000.0,2.0,29.9,412.5,2,0.01
267,APPF40348771514,Male,08/12/87,05/07/16,C10006,A,COM0001753,B,4.0,5500.0,B002,P,Y,S133,E,0.0,20000.0,1.0,15.9,1650.0,10,1.61
268,APPG60525674638,Female,30/10/88,05/07/16,C10003,A,COM0003589,C,4.0,1900.0,B001,P,Y,S133,B,0.0,30000.0,5.0,18.7,495.0,2,0.13
269,APPI60914532813,Female,22/12/75,05/07/16,C10007,A,COM0000232,C,4.0,6000.0,B001,P,N,S122,B,2600.0,0.0,0.0,0.0,0.0,0,7.89
270,APPJ50135705908,Male,01/10/88,05/07/16,C10001,A,COM0000123,C,3.0,3350.0,B017,G,Y,S134,C,0.0,52000.0,5.0,14.5,1223.0,10,1.67
271,APPK80834239033,Male,26/01/84,05/07/16,C10001,A,COM0006851,C,4.0,2197.5,B011,P,Y,S133,C,0.0,34000.0,5.0,19.4,561.0,4,0.63
272,APPL30367787124,Male,07/07/80,05/07/16,C10005,A,COM0010000,A,4.0,1800.0,B003,G,Y,S133,E,250.0,10000.0,5.0,19.7,165.0,2,0.03
273,APPM50365154243,Male,02/05/79,05/07/16,C10004,A,COM0003776,B,4.0,5300.0,B001,P,Y,S137,B,0.0,30000.0,3.0,17.8,1081.0,10,1.83
274,APPN60371739317,Female,13/08/85,05/07/16,C10008,A,COM0000002,C,1.0,3800.0,B005,P,Y,S122,F,0.0,66000.0,5.0,15.2,1089.0,7,0.32
275,APPO90778031432,Male,23/08/82,05/07/16,C10007,A,COM0000466,A,4.0,9000.0,B001,P,Y,S133,B,408.4,50000.0,5.0,14.8,1186.0,10,30.17
276,APPP10865119541,Female,06/06/84,05/07/16,C10002,A,COM0008413,A,4.0,3300.0,B026,P,N,S143,B,0.0,0.0,0.0,0.0,0.0,7,1.51
277,APPR60514036704,Female,14/12/89,05/07/16,C10002,A,COM0002475,B,4.0,3500.0,B001,P,N,S133,B,900.0,0.0,0.0,0.0,0.0,10,0.96
278,APPS30033507847,Female,16/09/95,05/07/16,C10001,A,COM0000499,A,4.0,1350.0,B001,P,N,S122,B,0.0,0.0,0.0,0.0,0.0,0,0.00
279,APPU80509074044,Male,27/07/82,05/07/16,C10003,A,COM0051219,C,4.0,2194.0,B017,G,Y,S133,E,374.5,18000.0,2.0,20.0,916.0,4,1.05
280,APPV50034531107,Male,08/08/92,05/07/16,C10002,A,COM0012826,B,4.0,2262.3,B004,P,Y,S122,B,0.0,26000.0,2.0,20.0,1072.5,4,0.36
281,APPW70561238232,Female,15/03/89,05/07/16,C10004,A,COM0011689,B,4.0,1300.0,B002,P,N,S159,C,0.0,0.0,0.0,0.0,0.0,0,0.00
282,APPX20526775327,Male,14/05/87,05/07/16,C10003,A,COM0000004,B,2.0,3900.0,B001,P,Y,S133,B,0.0,30000.0,5.0,13.6,495.0,10,1.73
283,APPY20169747403,Male,12/07/86,05/07/16,C10007,A,COM0000034,C,1.0,3500.0,B006,P,Y,S122,F,0.0,59000.0,5.0,16.0,973.5,10,0.71
285,APPA90185538648,Male,08/09/83,05/07/16,C10003,A,COM0000482,C,4.0,3560.0,B001,P,Y,S133,C,0.0,62000.0,5.0,15.6,1023.0,7,0.64
286,APPB60274853705,Female,02/08/88,05/07/16,C10002,A,COM0002419,B,4.0,2350.0,B001,P,N,S133,B,850.0,0.0,0.0,0.0,0.0,0,1.60
287,APPC50411636801,Male,14/03/81,05/07/16,C10008,A,COM0037945,A,4.0,8000.0,B002,P,Y,S133,E,1000.0,30000.0,1.0,15.6,2475.0,10,2.06
288,APPD80328934945,Male,23/07/77,05/07/16,C10052,C,COM0013801,A,4.0,2800.0,B016,G,Y,S133,B,250.0,20000.0,2.0,15.8,977.0,7,1.78
289,APPE10454749046,Male,15/05/83,05/07/16,C10004,A,COM0002623,B,4.0,1850.0,B004,P,Y,S133,C,0.0,41000.0,5.0,20.0,1086.0,2,0.10
290,APPF20010751138,Female,19/08/91,05/07/16,C10021,B,COM0043438,A,4.0,1400.0,B003,G,N,S122,F,0.0,0.0,0.0,0.0,0.0,0,0.00
291,APPG60276348205,Male,18/08/88,05/07/16,C10006,A,COM0012298,B,4.0,14950.0,B004,P,Y,S133,B,1258.0,20000.0,2.0,14.8,968.0,10,1.99
292,APPH60664183321,Male,03/03/86,05/07/16,C10008,A,COM0000789,C,4.0,3303.1,B002,P,Y,S133,B,0.0,30000.0,5.0,15.0,714.0,10,2.63
293,APPL20765168747,Female,10/06/95,05/07/16,C10005,A,COM0002918,A,4.0,850.0,B004,P,N,S122,F,0.0,0.0,0.0,0.0,0.0,0,0.00
294,APPM20147299813,Male,26/04/85,05/07/16,C10007,A,COM0000113,A,1.0,3000.0,B001,P,Y,S133,B,0.0,20000.0,4.0,16.1,412.5,10,0.65
295,APPN40249546913,Male,04/10/88,05/07/16,C10005,A,COM0000229,C,4.0,6200.0,B002,P,Y,S133,E,0.0,150000.0,4.0,14.0,3093.8,10,0.15
296,APPO20189822007,Male,07/07/91,05/07/16,C10002,A,COM0053460,A,4.0,2500.0,B005,P,Y,S133,C,0.0,36000.0,5.0,19.0,934.0,4,0.73
297,APPP30921307109,Female,17/02/92,05/07/16,C10002,A,COM0000095,C,3.0,1500.0,B021,P,N,S133,C,0.0,0.0,0.0,0.0,0.0,0,0.00
298,APPQ30597277245,Female,17/05/89,05/07/16,C10001,A,COM0000036,C,2.0,1750.0,B021,P,N,S134,B,0.0,0.0,0.0,0.0,0.0,0,0.06
299,APPS30996555403,Female,20/12/87,06/07/16,C10002,A,COM0000735,A,4.0,6040.0,B002,P,N,S122,B,970.0,0.0,0.0,0.0,0.0,10,4.64
300,APPU10700307616,Female,12/02/92,06/07/16,C10005,A,COM0000111,A,2.0,1660.0,B001,P,Y,S143,B,0.0,27000.0,3.0,16.3,742.5,2,0.02
302,APPW70585071834,Male,21/09/93,06/07/16,C10003,A,COM0000659,B,4.0,2400.0,B004,P,Y,S133,C,0.0,38000.0,5.0,20.9,627.0,4,0.78
303,APPX70561392933,Female,04/07/89,06/07/16,C10221,C,COM0001043,A,4.0,1000.0,B004,P,N,S133,B,400.0,0.0,0.0,0.0,0.0,0,0.00
304,APPY40565011007,Male,21/05/86,06/07/16,C10121,C,COM0005963,C,4.0,1600.0,B008,G,Y,S133,B,120.0,20000.0,5.0,17.8,330.0,2,0.00
305,APPZ40098878108,Male,28/05/94,06/07/16,C10005,A,COM0000090,C,3.0,1800.0,B001,P,Y,S133,B,300.0,10000.0,3.0,18.5,364.0,2,0.08
306,APPA90060573227,Female,31/07/92,06/07/16,C10005,A,COM0003122,B,4.0,1560.0,B002,P,N,S133,B,800.0,0.0,0.0,0.0,0.0,0,0.01
307,APPB70442734319,Male,15/05/91,06/07/16,C10201,C,COM0005169,C,4.0,3300.0,B004,P,Y,S143,B,0.0,20000.0,2.0,19.0,1008.0,7,2.93
308,APPC90770072447,Female,23/07/92,06/07/16,C10012,A,COM0000033,B,2.0,1000.0,B002,P,N,S133,F,0.0,0.0,0.0,0.0,0.0,0,0.00
309,APPD30486092544,Male,10/11/89,06/07/16,C10002,A,COM0000057,A,3.0,2800.0,B005,P,Y,S134,B,600.0,30000.0,5.0,14.0,698.0,10,5.85
310,APPE10311022607,Female,07/12/77,06/07/16,C10003,A,COM0004306,B,4.0,1550.0,B007,G,N,S133,C,0.0,0.0,0.0,0.0,0.0,0,0.00
311,APPF60631085717,Female,30/08/94,06/07/16,C10003,A,COM0022841,A,4.0,1500.0,B004,P,N,S133,C,0.0,0.0,0.0,0.0,0.0,0,0.00
312,APPH30090413902,Male,20/01/88,06/07/16,C10009,B,COM0005288,A,4.0,2000.0,B003,G,Y,S133,B,0.0,20000.0,3.0,23.2,550.0,4,0.24
313,APPI70634288016,Male,01/08/82,06/07/16,C10007,A,COM0001467,A,4.0,3200.0,B002,P,Y,S133,C,0.0,49000.0,5.0,19.0,1271.0,7,1.48
314,APPJ90523144107,Male,03/03/90,06/07/16,C10002,A,COM0010752,A,4.0,2150.0,B003,G,Y,S133,E,0.0,25000.0,2.0,20.0,1272.0,4,8.11
315,APPK90851579202,Male,18/01/90,06/07/16,C10017,B,COM0045210,B,4.0,2800.0,B002,P,Y,S143,B,1100.0,15000.0,5.0,20.0,397.0,7,8.89
316,APPL50238334324,Female,15/08/88,06/07/16,C10002,A,COM0030354,A,4.0,1300.0,B003,G,N,S133,B,0.0,0.0,0.0,0.0,0.0,0,0.00
317,APPM40451325417,Male,23/10/91,06/07/16,C10006,A,COM0056422,C,4.0,2200.0,B007,G,Y,S133,E,350.0,20000.0,4.0,20.0,609.0,4,0.22
318,APPN90929804518,Male,11/05/74,06/07/16,C10011,B,COM0003506,B,4.0,2800.0,B023,G,Y,S133,C,0.0,42000.0,5.0,19.0,1090.0,7,0.34
319,APPO60090588603,Female,06/06/81,06/07/16,C10003,A,COM0034598,B,4.0,3000.0,B014,P,Y,S133,E,0.0,18000.0,4.0,18.1,371.2,10,0.97
320,APPP10007148712,Female,29/05/93,06/07/16,C10020,A,COM0000006,C,1.0,1670.0,B005,P,N,S133,B,0.0,0.0,0.0,0.0,0.0,0,0.00
321,APPR30909888915,Male,03/02/74,06/07/16,C10042,C,COM0007226,C,4.0,3000.0,B002,P,Y,S133,B,0.0,10000.0,3.0,13.0,337.0,7,3.75
323,APPT90977075101,Female,05/11/89,06/07/16,C10001,A,COM0000006,C,1.0,4500.0,B005,P,N,S143,B,1850.0,0.0,0.0,0.0,0.0,0,10.20
324,APPU70624065235,Male,10/06/85,06/07/16,C10002,A,COM0000158,C,4.0,3050.0,B001,P,Y,S133,B,0.0,50000.0,5.0,15.0,1189.0,10,1.88
325,APPV80263885346,Female,15/06/77,06/07/16,C10001,A,COM0028505,A,4.0,2221.8,B004,P,N,S133,B,0.0,0.0,0.0,0.0,0.0,0,0.50
326,APPW30836935416,Male,28/08/86,06/07/16,C10004,A,COM0004410,C,4.0,4000.0,B001,P,Y,S134,B,0.0,50000.0,5.0,15.5,1203.0,10,1.49
327,APPX10532151548,Male,09/03/89,06/07/16,C10001,A,COM0000528,B,4.0,2750.0,B002,P,Y,S133,B,0.0,10000.0,1.0,15.5,905.0,7,3.04
328,APPZ40286609738,Male,11/04/70,06/07/16,C10009,B,COM0000277,C,4.0,4800.0,B002,P,Y,S133,B,1708.2,20000.0,5.0,15.0,330.0,10,12.58
329,APPB40188979941,Male,12/09/86,06/07/16,C10011,B,COM0034508,B,4.0,1350.0,B001,P,Y,S159,B,0.0,20000.0,5.0,20.0,530.0,2,0.01
330,APPC90796515024,Male,05/09/87,06/07/16,C10002,A,COM0010150,B,4.0,3500.0,B009,G,Y,S133,E,0.0,15000.0,3.0,15.8,526.0,7,1.24
331,APPD40803081115,Male,15/10/92,06/07/16,C10005,A,COM0001502,B,4.0,1650.0,B001,P,Y,S133,E,0.0,10000.0,4.0,26.9,206.2,2,0.00
332,APPE30694295241,Male,10/02/72,06/07/16,C10059,B,COM0055689,C,4.0,2500.0,B003,G,Y,S133,B,500.0,47000.0,5.0,20.0,1245.0,7,0.44
334,APPI30712489617,Female,25/02/71,06/07/16,C10004,A,COM0052656,A,4.0,3219.2,B003,G,Y,S133,C,0.0,50000.0,5.0,19.0,1297.0,4,0.95
335,APPJ10278243703,Male,06/08/90,06/07/16,C10004,A,COM0001085,A,4.0,3100.0,B006,P,Y,S133,C,0.0,52000.0,5.0,19.0,1349.0,7,1.09
336,APPK80277621846,Male,05/01/90,06/07/16,C10002,A,COM0049587,B,4.0,4332.0,B002,P,Y,S133,B,721.6,50000.0,4.0,14.8,1388.0,10,6.96
